186,187,36.65
187,188,39.07
188,189,50.34
189,190,34.71
190,191,47.82
191,192,61.17
192,193,42.24
193,194,78.13
194,195,42.69
195,196,75.0
196,197,81.18
197,198,29.03
198,199,57.09
199,200,36.41
200,201,59.36
201,202,74.86
202,203,59.75
203,204,61.08
204,205,84.24
205,206,40.38
206,207,39.75
207,208,42.3
208,209,42.05
209,210,57.0
210,211,49.82
211,212,17.36
212,213,51.16
213,214,52.46
214,215,42.14
215,216,40.55
216,217,44.37
217,218,37.84
218,219,73.86
219,220,34.39
220,221,53.81
221,222,50.61
222,223,70.18
223,224,48.48
224,225,51.08
225,226,30.51
226,227,75.13
227,228,20.33
228,229,70.65
229,230,87.41
230,231,65.87
231,232,36.26
232,233,32.92
233,234,63.9
234,235,55.12
235,236,45.01
236,237,43.07
237,238,48.04
238,239,62.89
239,240,40.63
240,241,63.66
241,242,24.45
242,243,67.13
243,244,37.99
244,245,43.6
245,246,54.45
246,247,54.37
247,248,48.54
248,249,68.4
249,250,56.04
250,251,49.57
251,252,77.42
252,253,64.0
253,254,21.03
254,255,68.36
255,256,80.1
256,257,76.72
257,258,72.55
258,259,52.29
259,260,78.66
260,261,75.45
261,262,18.63
262,263,76.76
263,264,39.96
264,265,40.85
265,266,52.59
266,267,72.21
267,268,29.38
268,269,19.72
269,270,63.0
270,271,64.81
271,272,54.56
272,273,35.62
273,274,43.15
274,275,45.96
275,276,60.63
276,277,46.91
277,278,53.52
278,279,43.58
279,280,45.43
280,281,61.87
281,282,61.78
282,283,22.75
283,284,42.51
284,285,42.06
285,286,52.27
286,287,72.94
287,288,57.96
288,289,58.09
289,290,54.66
290,291,63.07
291,292,59.95
292,293,74.1
293,294,69.37
294,295,51.03
295,296,47.17
296,297,74.52
297,298,57.15
298,299,51.51
299,300,35.25
300,301,69.47
301,302,50.18
302,303,77.94
303,304,40.05
304,305,85.84
305,306,50.9
306,307,36.87
307,308,25.7
308,309,93.0
309,310,56.35
310,311,46.91
311,312,36.47
312,313,76.05
313,314,43.79
314,315,75.15
315,316,48.69
316,317,80.06
317,318,68.89
318,319,69.75
319,320,12.32
320,321,69.86
321,322,45.69
322,323,38.25
323,324,69.66
324,325,59.53
325,326,39.63
326,327,21.23
327,328,56.29
328,329,73.58
329,330,48.0
330,331,24.95
331,332,63.53
332,333,50.28
333,334,87.19
334,335,52.19
335,336,66.77
336,337,60.73
337,338,31.75
338,339,74.42
339,340,65.1
340,341,68.53
341,342,13.76
342,343,87.57
343,344,33.74
344,345,21.61
345,346,73.42
346,347,37.69
347,348,53.81
348,349,44.77
349,350,25.89
350,351,35.61
351,352,42.42
352,353,53.35
353,354,63.64
354,355,77.87
355,356,50.42
356,357,65.75
357,358,43.67
358,359,56.55
359,360,57.67
360,361,24.47
361,362,71.61
362,363,56.05
363,364,56.67
364,365,24.97
365,366,60.85
366,367,45.62
367,368,41.23
368,369,49.25
369,370,64.82
370,371,52.72
371,372,36.84
372,373,30.41
373,374,17.04
374,375,35.1
375,376,54.47
376,377,49.42
377,378,72.7
378,379,33.02
379,380,54.92
380,381,51.13
381,382,40.31
382,383,48.55
383,384,71.04
384,385,34.87
385,386,25.86
386,387,30.99
387,388,22.92
388,389,23.85
389,390,45.24
390,391,51.07
391,392,44.22
392,393,52.07
393,394,31.92
394,395,27.37
395,396,57.1
396,397,25.61
397,398,73.43
398,399,60.35
399,400,45.6
400,401,51.11
401,402,76.73
402,403,92.01
403,404,77.83
404,405,56.13
405,406,61.58
406,407,55.35
407,408,75.29
408,409,34.64
409,410,49.89
410,411,72.36
411,412,38.17
412,413,28.33
413,414,51.27
414,415,85.06
415,416,44.73
416,417,60.21
417,418,60.69
418,419,32.18
419,420,29.95
420,421,43.54
421,422,66.76
422,423,59.66
423,424,72.26
424,425,74.21
425,426,36.84
426,427,68.99
427,428,44.92
428,429,36.37
429,430,46.02
430,431,30.34
431,432,17.36
432,433,37.35
433,434,46.09
434,435,36.25
435,436,65.06
436,437,69.46
437,438,54.75
438,439,73.09
439,440,54.63
440,441,48.2
441,442,40.57
442,443,35.37
443,444,16.65
444,445,33.96
445,446,46.6
446,447,57.76
447,448,13.06
448,449,52.57
449,450,71.22
450,451,43.51
451,452,39.22
452,453,28.8
453,454,34.9
454,455,51.32
455,456,27.93
456,457,64.91
457,458,72.27
458,459,62.11
459,460,24.13
460,461,38.24
461,462,37.28
462,463,49.4
463,464,66.01
464,465,55.19
465,466,58.07
466,467,79.08
467,468,60.02
468,469,57.65
469,470,22.9
470,471,42.78
471,472,39.44
472,473,68.16
473,474,18.72
474,475,40.66
475,476,41.59
476,477,78.78
477,478,36.34
478,479,48.62
479,480,58.08
480,481,58.15
481,482,61.76
482,483,50.32
483,484,34.97
484,485,65.86
485,486,44.24
486,487,65.8
487,488,82.09
488,489,47.95
489,490,52.48
490,491,28.53
491,492,70.15
492,493,38.43
493,494,58.16
494,495,42.72
495,496,68.81
496,497,74.77
497,498,41.1
498,499,62.2
499,500,25.03
500,501,81.99
501,502,64.7
502,503,62.05
503,504,34.11
504,505,41.11
505,506,27.34
506,507,58.55
507,508,29.85
508,509,21.02
509,510,44.56
510,511,64.89
511,512,52.33
512,513,83.61
513,514,46.06
514,515,30.68
515,516,52.02
516,517,35.23
517,518,62.9
518,519,55.78
519,520,29.64
520,521,62.84
521,522,31.9
522,523,71.43
523,524,58.96
524,525,52.17
525,526,18.55
526,527,41.5
527,528,27.45
528,529,57.17
529,530,63.2
530,531,32.33
531,532,28.14
532,533,73.8
533,534,54.8
534,535,33.81
535,536,36.39
536,537,55.81
537,538,61.75
538,539,21.94
539,540,28.35
540,541,52.26
541,542,57.75
542,543,86.16
543,544,65.88
544,545,53.39
545,546,58.08
546,547,43.64
547,548,42.11
548,549,58.97
549,550,39.05
550,551,54.16
551,552,55.83
552,553,70.73
553,554,37.3
554,555,71.6
555,556,55.68
556,557,54.35
557,558,74.39
558,559,58.64
559,560,35.85
560,561,65.26
561,562,38.1
562,563,36.9
563,564,22.62
564,565,63.48
565,566,38.87
566,567,61.87
567,568,48.87
568,569,26.2
569,570,53.43
570,571,35.01
571,572,36.18
572,573,61.17
573,574,30.47
574,575,77.07
575,576,41.77
576,577,77.09
577,578,85.67
578,579,53.4
579,580,42.52
580,581,64.87
581,582,44.07
582,583,63.08
583,584,48.1
584,585,38.94
585,586,37.03
586,587,78.85
587,588,53.76
588,589,68.67
589,590,18.13
590,591,88.76
591,592,77.13
592,593,71.94
593,594,54.44
594,595,52.01
595,596,58.1
596,597,76.6
597,598,39.33
598,599,53.13
599,600,60.16
600,601,37.4
601,602,61.52
602,603,49.08
603,604,49.57
604,605,78.88
605,606,56.04
606,607,58.06
607,608,66.57
608,609,76.5
609,610,66.11
610,611,48.69
611,612,44.01
612,613,81.78
613,614,66.58
614,615,90.62
615,616,50.67
616,617,40.7
617,618,57.14
618,619,65.29
619,620,60.32
620,621,65.04
621,622,73.24
622,623,81.95
623,624,62.26
624,625,62.45
625,626,57.04
626,627,42.77
627,628,60.79
628,629,72.09
629,630,67.98
630,631,61.49
631,632,53.17
632,633,53.67
633,634,49.68
634,635,58.33
635,636,62.94
636,637,65.87
637,638,50.59
638,639,66.09
639,640,30.48
640,641,57.75
641,642,61.79
642,643,54.1
643,644,41.06
644,645,79.55
645,646,31.13
646,647,40.24
647,648,21.92
648,649,46.19
649,650,78.81
650,651,56.65
651,652,55.69
652,653,32.6
653,654,32.49
654,655,64.49
655,656,31.81
656,657,44.77
657,658,42.41
658,659,62.45
659,660,42.39
660,661,78.65
661,662,63.71
662,663,79.15
663,664,84.21
664,665,32.0
665,666,48.07
666,667,45.55
667,668,81.09
668,669,55.4
669,670,39.49
670,671,76.42
671,672,46.93
672,673,44.98
673,674,59.38
674,675,53.28
675,676,62.09
676,677,63.34
677,678,72.81
678,679,60.49
679,680,58.09
680,681,80.13
681,682,75.26
682,683,78.4
683,684,33.09
684,685,18.9
685,686,74.84
686,687,59.65
687,688,56.33
688,689,72.28
689,690,50.26
690,691,28.39
691,692,31.2
692,693,34.07
693,694,56.53
694,695,67.96
695,696,18.32
696,697,36.42
697,698,70.82
698,699,40.88
699,700,27.73
700,701,34.52
701,702,54.19
702,703,52.41
703,704,74.33
704,705,38.58
705,706,44.16
706,707,42.61
707,708,66.45
708,709,69.98
709,710,86.25
710,711,43.46
711,712,67.78
712,713,50.34
713,714,50.89
714,715,53.73
715,716,23.26
716,717,40.5
717,718,66.96
718,719,39.44
719,720,46.52
720,721,38.97
721,722,49.64
722,723,46.42
723,724,46.15
724,725,78.86
725,726,41.73
726,727,24.7
727,728,82.78
728,729,46.07
729,730,56.93
730,731,37.01
731,732,38.51
732,733,40.03
733,734,36.1
734,735,26.56
735,736,57.56
736,737,83.16
737,738,59.69
738,739,48.93
739,740,70.59
740,741,83.96
741,742,77.59
742,743,11.87
743,744,46.78
744,745,56.76
745,746,54.8
746,747,84.73
747,748,36.97
748,749,39.58
749,750,61.07
750,751,40.62
751,752,37.65
752,753,50.13
753,754,54.2
754,755,79.86
755,756,24.78
756,757,84.05
757,758,45.96
758,759,80.13
759,760,76.22
760,761,55.9
761,762,64.86
762,763,38.92
763,764,77.4
764,765,41.15
765,766,70.99
766,767,17.57
767,768,26.44
768,769,73.77
769,770,30.64
770,771,82.53
771,772,32.92
772,773,40.57
773,774,74.33
774,775,76.75
775,776,26.62
776,777,79.55
777,778,50.05
778,779,59.0
779,780,17.56
780,781,71.5
781,782,73.2
782,783,65.76
783,784,35.59
784,785,47.24
785,786,67.21
786,787,63.17
787,788,48.18
788,789,81.2
789,790,63.98
790,791,67.85
791,792,33.19
792,793,60.77
793,794,22.3
794,795,79.73
795,796,61.37
796,797,56.7
797,798,81.39
798,799,36.56
799,800,42.53
800,801,54.24
801,802,39.72
802,803,38.75
803,804,65.73
804,805,69.98
805,806,40.57
806,807,42.32
807,808,53.72
808,809,60.89
809,810,35.35
810,811,28.95
811,812,18.58
812,813,54.31
813,814,65.0
814,815,31.23
815,816,86.49
816,817,27.57
817,818,28.96
818,819,53.84
819,820,75.18
820,821,61.13
821,822,49.11
822,823,68.3
823,824,38.55
824,825,43.12
825,826,48.6
826,827,52.06
827,828,53.26
828,829,42.8
829,830,63.8
830,831,29.95
831,832,74.6
832,833,29.71
833,834,77.8
834,835,15.67
835,836,90.05
836,837,43.29
837,838,89.68
838,839,79.21
839,840,52.0
840,841,19.45
841,842,42.7
842,843,70.56
843,844,49.95
844,845,56.43
845,846,47.83
846,847,57.52
847,848,79.37
848,849,41.89
849,850,40.37
850,851,73.46
851,852,39.49
852,853,55.99
853,854,70.62
854,855,47.66
855,856,44.17
856,857,47.38
857,858,53.43
858,859,43.75
859,860,29.21
860,861,33.52
861,862,65.55
862,863,37.44
863,864,46.66
864,865,48.48
865,866,68.17
866,867,60.22
867,868,21.26
868,869,83.81
869,870,63.69
870,871,45.41
871,872,69.15
872,873,21.13
873,874,41.27
874,875,53.4
875,876,67.25
876,877,44.14
877,878,77.85
878,879,55.3
879,880,34.23
880,881,91.67
881,882,64.74
882,883,61.88
883,884,73.07
884,885,67.83
885,886,87.34
886,887,37.0
887,888,44.2
888,889,34.69
889,890,36.84
890,891,62.57
891,892,52.61
892,893,43.14
893,894,76.59
894,895,13.34
895,896,31.86
896,897,44.54
897,898,39.35
898,899,38.19
899,900,36.97
900,901,30.28
901,902,74.83
902,903,31.48
903,904,37.5
904,905,48.98
905,906,29.26
906,907,44.97
907,908,57.28
908,909,42.61
909,910,80.67
910,911,70.44
911,912,17.93
912,913,78.26
913,914,63.09
914,915,78.98
915,916,59.03
916,917,55.98
917,918,17.14
918,919,53.93
919,920,52.32
920,921,16.69
921,922,40.37
922,923,70.37
923,924,57.43
924,925,63.3
925,926,65.76
926,927,63.06
927,928,49.53
928,929,74.01
929,930,36.25
930,931,67.26
931,932,33.66
932,933,28.13
933,934,79.21
934,935,37.39
935,936,40.35
936,937,69.09
937,938,67.95
938,939,86.0
939,940,61.99
940,941,47.51
941,942,36.63
942,943,58.79
943,944,56.19
944,945,43.04
945,946,73.83
946,947,82.94
947,948,36.5
948,949,72.78
949,950,35.26
950,951,63.08
951,952,75.88
952,953,44.64
953,954,23.91
954,955,54.88
955,956,35.36
956,957,51.28
957,958,44.43
958,959,48.55
959,960,46.34
960,961,56.95
961,962,68.27
962,963,60.12
963,964,40.21
964,965,34.98
965,966,80.48
966,967,50.88
967,968,84.07
968,969,28.41
969,970,62.63
970,971,52.77
971,972,26.56
972,973,71.12
973,974,13.81
974,975,76.48
975,976,47.89
976,977,40.81
977,978,74.75
978,979,49.31
979,980,60.89
980,981,31.23
981,982,54.32
982,983,58.45
983,984,27.22
984,985,68.09
985,986,69.2
986,987,25.65
987,988,26.95
988,989,34.36
989,990,39.44
990,991,45.75
991,992,65.7
992,993,81.24
993,994,58.2
994,995,41.08
995,996,41.73
996,997,37.65
997,998,78.37
998,999,71.98
